,Speciality,address,clinic,doctor-name,doctor_image,telephone
823,['GP/Family Doctor'],"5, Jalan 1/24d, Wangsa Melawati, 53300 Kuala Lumpur",Klinik Famili Wangsa Melawati,['Aziz Abu Bakar'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 341435067
824,['GP/Family Doctor'],"No. 106, Jalan Burhanuddin Helmi, Taman Tun Dr Ismail (Ttdi), 60000 Kuala Lumpur, Wp Kuala Lumpur",Klinik Famili Yuwaiz,['Mohammed Yuwaiz Bin Abu Bakar Sidig'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 377321895
825,['GP/Family Doctor'],"42, Jalan Hujan Emas 4, Taman Overseas Union, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Klinik Famille OUG,['Tan Say Ling'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNTllMDQyMjhhZGMzNy5qcGc='],+603-7782 2390
826,['GP/Family Doctor'],"No. 9, Jalan Rodat 2/KU5, Bandar Bukit Raja, 41050 Klang, Selangor",Klinik Family Care,['Harbans Singh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNWEwMmIzOTMzNzY5Zi5qcGc='],+603 38844 039
827,['GP/Family Doctor'],"No.7, Persiaran Ara Kiri, Lucky Garden Bangsar, Kuala Lumpur, 59100, Wilayah Persekutuan Kuala Lumpur",Klinik Familycare (lucky Gargen),['Dr. Selvarajah Sathaya'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-22022285
828,['GP/Family Doctor'],"No.103, Ground Floor, Block D, Phileo Damansara 1, Petaling Jaya, 46350, Selangor Darul Ehsan",Klinik Familycare (phileo Damansara),['Dr. Chandravathana A/p M Rajathurai'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-79557999
829,['GP/Family Doctor'],"No 5, Jalan Bukit Idaman 8/1, Taman Bukit Idaman, Batu Caves, 68100, Selangor Darul Ehsan",Klinik Fatimah (taman Impian Ehsan),['Dr. Nooraini Binti Hashim'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-61280097
830,['GP/Family Doctor'],"15, Persiaran Desa Ampang, Taman Seri Ampang, 68000 Ampang, Selangor",Klinik Fauziah Dan Rakan-Rakan,['Halimah Shamsuddin'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 342927917
831,['GP/Family Doctor'],"No. 4, Jalan Pinggiran 1/1, 68100, Batu Caves, Selangor, 68100, Malaysia",Klinik Fazilah,['Fazilah Abu Bakar'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+603 6177 4321
832,['GP/Family Doctor'],"No. 34, Jalan Harimau Tarum, Taman Century, 80250 Johor Bahru, Johor",Klinik Federal,['Tan Too Moh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 73339928
833,['GP/Family Doctor'],"615a, Main Road Seri Setia, Sungei Way 47300, Petaling Jaya Selangor.",Klinik Fernandez Dan Rakan Rakan,['Neville Anthony Fernandez'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNTg0MTFkMjhjN2YzZS5qcGc='],+60 378741515
834,['GP/Family Doctor'],"No. 5-G, Jalan Kiara 1, Kaw. Perniagaan Kiara, 43500 Semenyih, Selangor",Klinik First Medicare,['Yong Chen Wei'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 387270706
835,['GP/Family Doctor'],"No. 217, Batu 6 1/2, Jalan Meru, Pekan Meru, Klang, 41050, Selangor Darul Ehsan",Klinik Fitrah (pekan Meru),['Dr. Abd Rani Bin Osman'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-33921394
836,['GP/Family Doctor'],"No.1, Jalan Sd1/1, Taman Seri Dagang, Jalan Dengkil-banting, Bukit Changgang, Banting, 42700, Selangor Darul Ehsan",Klinik Fuziah (bukit Changgang),['Dr. Fuziah Binti Osman'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-31494784
837,['GP/Family Doctor'],"No. 12, Jalan Pandan Indah 1/18, Kuala Lumpur, 55100, Selangor Darul Ehsan",Klinik Gan Dan Lim (pandan Indah),['Dr. Gan Tit Kuan'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-92747139
838,['GP/Family Doctor'],"No. 14 Jalan Kosas 1/4, Taman Kosas, Ampang, Selangor",Klinik Global,['Noor Aini Binti Husein'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 342976266
839,['GP/Family Doctor'],"#No, 63-G, Jalan Meranti Jaya 12, Tanming Boulevard, Puchong",Klinik Gobi,['Gobi Ram A/L Ramasamy'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 380665455
840,['GP/Family Doctor'],"221c, Gf, Jalan Bunga Pekan 3, Banting, 42700, Selangor Darul Ehsan",Klinik Goh (banting),['Dr Goh Yun Hui'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+331877688
841,['GP/Family Doctor'],"16, Persiaran Greentown 1, Greentown Business Centre, 30450 Ipoh Perak",Klinik Greentown,['Hew Mee-Len'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 52426237
842,['GP/Family Doctor'],"No. 192, Jalan Pekan Baru, Off Jalan Meru, Klang, 41050, Selangor Darul Ehsan",Klinik Guan (taman Sri Selayang),['Dr. Lau Chee Yong'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-38856493
843,['GP/Family Doctor'],"No. 5, Ground Floor, Jalan 8a/133, Taman Sri Sentosa, 58000 Kuala Lumpur",Klinik H. P. Kwok,['Kwok Hoe Piew'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 377842515
844,"['GP/Family Doctor, GP/Family Doctor']","7, Jalan Mutiara Raya, Taman Mutiara, Cheras, Selangor",Klinik H.T. Lee,['Chooi Yuo Hao'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNTgwZDdjNzM3Nzk2NC5qcGc='],+60 391306806
845,['GP/Family Doctor'],"442, Jalan Bendahara, 98000 Miri, Sarawak, Malaysia",Klinik Haizam,['Haizam Junaidi'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 85415612
846,['GP/Family Doctor'],"No.21, Jalan Pinggiran Putra 4a/14, Desa Pinggiran Putra, Kajang, 43000, Selangor Darul Ehsan",Klinik Hanita (desa Pinggiran Putra),['Dr. Hanita Binti Abdul Wahid'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-89271005
847,['GP/Family Doctor'],"No. 4461, Jalan Besar, Bukit Pelandok, 71960 Port Dickson, Negeri Sembilan",Klinik Happy,['Thirugana Kumeren A/L Palhiapan'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 66673712
848,['40 years experience'],"No. 23, Lebuh Raya Taman Ipoh, Ipoh Garden South 31400 Ipoh Perak",Klinik Harbinder Kaur Sdn Bhd (Klinik Gill),['Pritam Singh Gill'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 55457615
849,['GP/Family Doctor'],"25 Jalan Tasek, Taman Putri Gunung, 14100 Simpang Ampat, Pulau Pinang",Klinik Hari Krishnan,['Hari Krishnan'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 45882380
850,"['Aesthetic Doctor, GP/Family Doctor']","163, Jalan Simbang, Taman Perling, Johor Bahru, 81200 Johor, Malaysia",Klinik Harmoni (Dr Hon Aesthetic Clinic),['HON KAR FOONG'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 72385663
851,['GP/Family Doctor'],"30gf, Lorong Seri Jaya ,",Klinik Harmony,['Chuah Soo Le'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 45309112
852,['GP/Family Doctor'],"No. 33, Tingkat Bawah, Jalan Desa, Taman Desa Sijangkang, Telok Panglima Garang, 42500, Selangor Darul Ehsan",Klinik Hartati (telok Panglima Garang),['Dr. Hartati Bt Dollah Sukimi @ Suhaimi'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-31221994
853,['GP/Family Doctor'],"No.23-g, Jalan Pgn 1a/1, Pinggiran Batu Caves, Batu Caves, 68100, Selangor Darul Ehsan",Klinik Hasniah Elani (batu Caves),['Dr. Hasniah Elani'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-61891989
854,['GP/Family Doctor'],"No7 Jalan Suadamai 1/3 , Badar Tun Hussein Onn Cheras ,43200 Selangor",Klinik Hasnida Dan Rakan-Rakan,['Hasnida Bt Darussamin'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 390815767
855,['Pathologist'],"No. 3-G, Jalan 2/137B, Resource Industrial Center, 5th Mile, Old Klang Road, 58000 Kuala Lumpur",Klinik Healthcare,['Dharamvir Singh Godrei'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNWFiYjVmNDMyZjk1Ni5qcGVn'],+603 7984 7888
856,['GP/Family Doctor'],"58-G, Jalan Alam Damai 1, Wisma Alam Damai, Cheras, Kuala Lumpur",Klinik Healthmate,['Prashan Gunaseharan'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNWM2NTM3NjJjNjIyMy5qcGc='],+60 391078262
857,['GP/Family Doctor'],"18, Persiaran Muhibbah Jaya 1, Taman Muhibbah Jaya, 31100 Sungai Siput, Perak",Klinik Hill City,['Tai Choo Suai'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNWM2NTM5ZDUyYTUyZi5qcGc='],+605 5983818
858,['GP/Family Doctor'],"1592 A, Jalan Besar, 43300 Seri Kembangan, Selangor, Malaysia","Klinik Hong, Lee & Yap",['Lee Wah Sang'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNTk5YmEyOTE2MjdiMC5qcGc='],+60 389425116
859,['GP/Family Doctor'],"No.29-1, Jalan 4/1, Sekyen 4, Taman Bukit Serdang, Seri Kembangan, 43300, Selangor Darul Ehsan",Klinik Hope (seri Kembangan),['Dr. How Peng Chin @ Low Peng Chin'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+603-89453069
860,['GP/Family Doctor'],"No. 6, Jalan Puteri 4/2, Bandar Puteri Puchong, Puchong, 47100, Selangor Darul Ehsan",Klinik Hope & Care (bandar Puteri Puchong),['Dr. Eow Wei - Liang'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-80623926
861,['GP/Family Doctor'],"456, Jalan Pudu, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur.",Klinik Hsu Dan Ng,['Kelvin A/L Kanawadi'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNWM2NTMyOWYxMWRmYS5qcGc='],+603 9224 7063
862,"['GP/Family Doctor, Anaesthetist']","100 Jalan Taming Sari, 34000 Taiping Perak",Klinik Huan,['Huan Wil Liam'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNWM2NTMxODQ2ZWE2OS5qcGc='],+605 8010526
863,['GP/Family Doctor'],"No.15, Jalan Pasar, Kampung Baru Sungai Pelek, Sepang, 43900, Selangor Darul Ehsan",Klinik I-care (sungai Pelek),['Dr. Siaw Hooi Joo'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-31412936
864,['GP/Family Doctor'],"27, Selasar Rokam 11, Taman Ipoh Jaya, 31350 Ipoh Perak",Klinik I-Medic,['Lily Wong Leh Sing'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 53123208
865,['GP/Family Doctor'],"No.21, Jalan Wangsa 1. Taman Wangsa Ukay, Bukit Antarabangsa, Ampang, 68000, Selangor Darul Ehsan",Klinik Idzham Sdn Bhd (bukit Antarabangsa),['Dr. Roselinda Arelhi @ Abd Rahman'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-41078371
866,['GP/Family Doctor'],"No.j/010, Blok J, Jalan Pju 10/2a, Vista Shop Damansara Damai, Petaling Jaya, 47830, Selangor Darul Ehsan",Klinik Idzham Sdn Bhd (damansara Damai),['Dr. Mohd Jani Bin Ibrahim'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-61403439
867,['GP/Family Doctor'],"No.24g, Jalan 2/23a, Taman Danau Kota, Jalan Genting Klang, Setapak, 53300, Wilayah Persekutuan Kuala Lumpur",Klinik Idzham Sdn Bhd (danau Kota),['Dr. Hanifah Binti Hussien'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-41439481
868,['GP/Family Doctor'],"The Strand Damansara, 39, Jalan PJU 5/20e, Kota Damansara, 47810 Petaling Jaya, Selangor",Klinik Idzham Sdn Bhd (kota Damansara),['Dr. Imelda Fauzia Binti Mohd Idzham'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-61405277
869,['GP/Family Doctor'],"No.2g, Jalan Jermai 3, Medan Idaman, Batu 5, Jalan Gombak, Gombak, 53100, Wilayah Persekutuan Kuala Lumpur",Klinik Idzham Sdn Bhd (medan Idaman),['Dr. Nor Anita Binti Kushairi'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-40251629
870,['GP/Family Doctor'],"No.41/aab Persiaran Mpaj, Jalan Pandan Utama, Pandan Indah, Kuala Lumpur, 55100, Wilayah Persekutuan Kuala Lumpur",Klinik Idzham Sdn Bhd (pandan Indah),['Dr. Noraini Binti Md Nor'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-42801945
871,['GP/Family Doctor'],"No.27g, Jalan Pandan 3/3, Pandan Jaya, Kuala Lumpur, 55100, Wilayah Persekutuan Kuala Lumpur",Klinik Idzham Sdn Bhd (pandan Jaya),['Dr. Zahiyah Binti Zulkifli'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-92856527
872,['GP/Family Doctor'],"No.36, Jalan Kosas 1/2, Taman Kosas, Ampang, 68000, Selangor Darul Ehsan",Klinik Idzham Sdn Bhd (taman Kosas),['Dr Saripah Bt Ismail'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-42956172
873,['GP/Family Doctor'],"Lot 9135g, Jalan Bandar Empat, Taman Melawati, Kuala Lumpur, 53100, Wilayah Persekutuan Kuala Lumpur",Klinik Idzham Sdn Bhd (taman Melawati),['Dr. Md Idzham Bin Ibrahim'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-40229007
874,['GP/Family Doctor'],"No.2-2-4, Prima Peninsular. Jalan Setiawangsa 11, Taman Setiawangsa, Kuala Lumpur, 54200, Wilayah Persekutuan Kuala Lumpur",Klinik Idzham Sdn Bhd (taman Setiawangsa),['Dr. Rabiah @ Munirah Shuib'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-42563939
875,['GP/Family Doctor'],"2a-1, Jalan Pjs 8/6, Sunway Mentari, Petaling Jaya, 46150, Petaling Jaya, Selangor",Klinik Ihm,['Loh Shing Ming'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 356367194
876,['GP/Family Doctor'],"No. 411, Lot 8667 Ag, Kompleks Perniagaan 78000 Alor Gajah, Melaka",Klinik Ihsan & Siti Sdn Bhd,['Ihsan Bin Osman'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 65562757
877,['GP/Family Doctor'],"No.25, Gf, Jalan Bm 7/19, Bandar Bukit Mahkota, Bangi, 43000, Selangor Darul Ehsan",Klinik Ikhlas (bandar Bukit Mahkota),['Dr. Mohd Fadhli Bin Mohd Yusof'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-89260548
878,['GP/Family Doctor'],"28-G-A, Jalan 7a/2, Bandar Tasik Puteri, Kundang, 48020 Rawang, Selangor",Klinik Ilham,['Mohd Ilham Abdul Kahar'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 360345330
879,['GP/Family Doctor'],"No. 8, Medan Taming 2, Taman Taming Jaya, Balakong, Selangor",Klinik Ilham Taming Jaya,['Mohd Azhar Bin Md Yunus'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 389616004
880,['GP/Family Doctor'],"No.9, Ground Floor, Jalan Awg 3, Ampang Waterfront, Ampang, 68000, Selangor Darul Ehsan",Klinik Iltizam (ampang Waterfront),['Dr. Nurul Ahya Nasihah'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+603-42854739
881,['GP/Family Doctor'],"No.9 Jalan Impian , Taman Impian Ehsan , 43300 Belakong , Selangor .",Klinik Impian,['Norazlina Sabri'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 389626554
882,['GP/Family Doctor'],"No.26g, Jalan Impian Putra 1/3, Taman Impian Putra, Bangi, 43000, Selangor Darul Ehsan",Klinik Impian Medik (taman Impian Putra),['Dr. Faizah Binti Abdullah'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-89266677
883,['GP/Family Doctor'],"No. 10, Jalan Pandan Indah 1/23d, Pandan Indah, Kuala Lumpur, 55100, Wilayah Persekutuan Kuala Lumpur",Klinik Indah (pandan Indah),['Dr. Sarojiniammal Subramaniam'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-92742658
884,['GP/Family Doctor'],"5 Jalan S/B Indah 1/2a, Taman Sungai Besi Indah, Balakong, Selangor",Klinik Indah Med,['Balbinder Singh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 389482110
885,['GP/Family Doctor'],"No. 40, Jalan Jawi Indah, Taman Jawi Indah, 14200 Sungai Jawi, Pulau Pinang",Klinik Jaaya,['Krishna Kummar A/L Rasu'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 45822359
886,['GP/Family Doctor'],"No. 52 Jalan Besar, 45600 Batang Berjuntai, Selangor",Klinik Jacob,['Thomas C. J. Jacob'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 332719384
887,['GP/Family Doctor'],"27, Persiaran Sengat Baru 2, Taman Bersatu, Simpang Pulai, 31300 Ipoh Perak",Klinik Jerry,['Rathan Singh A/L Indah Singh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 53572766
888,['GP/Family Doctor'],"Lot 127, Jalan Besar, Jerteh, Besut",Klinik Jerteh,['Emma Nazlin Ibrahim'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+6096971187
889,['GP/Family Doctor'],"36 Jalan Ibrahim 08000 Sungai Petani, Kedah",Klinik Joe Sungai Petani,['Joseph S/O Arul'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 44214061
890,['GP/Family Doctor'],"413-A, Burmah Road 10350 Pulau Pinang",Klinik Joel,['Sybil Gomez'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 42268826
891,['GP/Family Doctor'],"No. 34, Jalan Bestari 3/2, Taman Nusa Bestari, 81200 Johor Bahru, Johor",Klinik Johor,['Koh Choo Tek'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 72324936
892,['GP/Family Doctor'],"No. 11, Persiaran Intan, Taman Sri Nanding, Ulu Langat 43100 Selangor",Klinik Julia,['Ahmad Fauzi B Zakaria'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 390214546
893,['GP/Family Doctor'],"Pt 13838 Tingkat Bawah, Jalan Penghiburan, 24000 Cukai, Terengganu",Klinik Juliana,['Juliana Binti Noor Aziz'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 98583838
894,['GP/Family Doctor'],"170, 3rd Mile, Jalan Gopeng, Gunung Rapat 31350 Ipoh, Perak",Klinik K. S. Deol,['Kuldeep Singh Deol S/O Nahar Singh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 53124560
895,['GP/Family Doctor'],"No.8, Seksyen 4, Jalan Camar 4/3, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",Klinik K.Y. Lee,['Lee Kin Yaw'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 361405689
896,['GP/Family Doctor'],"No. 25, Jalan Ria 25/62, Taman Sri Muda, Shah Alam 40400 Selangor",Klinik Kalai,['Kali Vanan'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 351247151
897,['GP/Family Doctor'],"47, Jalan Dato Mahmud 11/4, Seksyen 11, 46200 Petaling Jaya, Selangor, Malaysia",Klinik Kamala & Rakan-Rakan,['Kamala Sireneey'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 379579420
898,['Paediatrician'],"42, Jalan Datuk Sulaiman, Taman Tun Dr Ismail, Kuala Lumpur",Klinik Kanak-Kanak Ttdi,['GHULAM ALTAF HUSSAIN'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 377223812
899,['GP/Family Doctor'],"23, Jalan Tk 1/11b, Taman Kinrara Seksyen 1, 47100 Puchong, Selangor, Malaysia",Klinik Kannan,['T. Kamalak Kannan'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 380759879
900,['GP/Family Doctor'],"4 Jalan Besar, Pekan Kapar, 42200 Kapar, Selangor",Klinik Kapar,['Kamalakaran A/L Karanakaran'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 332508130
